idx,id,0,1,2
0,A4,-5.036212172654444,-4.036212172654444,-5.036212172654444
1,A33,4.39332367832915,4.320525349070308,5.37485553205284
2,A40,4.783501956950207,4.564263060318799,4.901967025200149
3,A50,4.137408236537497,4.552624176175551,4.098589392351778
4,A61,3.3385568876965968,3.296510308149986,3.1565255279768945
5,A62,4.897691845817051,5.317544168145059,5.130320256900943
6,A74,4.977762552900127,4.98962052058216,5.231647706390527
7,A78,4.242261580954221,4.130822798176265,-7.772113295386326
8,A80,-0.4235665015906144,4.241370884546365,1.4646714837750912
9,A92,4.9573571246079515,5.108665468083079,4.955319429803541
10,A102,5.017261701443038,5.318926472139126,5.052630081708384
11,A114,4.219324867284588,4.466486222416569,4.0578828167790535
12,A125,3.888486257021656,4.370006333046322,3.777258654792242
13,A128,6.2660300299554,5.2471721501911,5.694467606685964
14,A132,5.2228379005910535,5.132315093773673,5.225086390108062
15,A133,7.429338615337037,7.607007523040371,6.7094433896665455
16,A142,4.433175331549701,4.310406094582901,4.392342515800011
17,A143,4.955487823032492,4.976807879221282,4.948930973497292
18,A149,4.975952144523093,5.501218976494781,4.767512212514885
19,A150,5.053700614476789,5.001929187840651,5.342467095032167
20,A154,5.069433499743346,5.0627259731582175,5.074118010513695
21,A156,6.472123702626883,6.372979718186236,6.4997559320769795
22,A168,5.435032648910311,6.3314220323133,5.526925954025004
23,A171,4.259664344495831,4.713901290497365,4.202087349594704
24,A172,5.363109148154297,5.334370101195273,5.076809687247466
25,A176,5.250899900852257,5.258684923221185,5.078193914203843
26,A177,5.934735178205162,5.915820785968945,5.824387829130538
27,A181,5.911115669321488,5.969415259979806,5.935011121012138
28,A184,5.674517241709442,6.023831681386363,5.122749814074329
29,A192,6.33424017052112,6.361851686695435,6.0318602993840225
30,A201,5.645170856029325,5.866903717814646,5.1613275660387385
31,A210,4.857581420582786,5.04775252329549,4.600982365162439
32,A214,5.2231180728152875,5.371737268446161,4.706142238249859
33,A220,4.974362818892218,5.044944860654155,4.999872733071287
34,A227,5.655768665135178,5.353144042513518,5.7538651437830675
35,A230,5.920361235699139,6.062651540977362,5.94170831123238
36,A231,3.7078959450589695,4.595388626921306,4.154330530402723
37,A233,5.312391699400007,5.106706846750813,6.023886765946483
38,A236,5.268622896574562,4.9768556123920575,5.130841435355765
39,A237,5.110980063189364,5.034920294266891,4.840192254453401
40,A239,4.9691628108224215,5.242667375309998,5.077432953728148
41,A241,4.945251580643388,4.891640081764917,4.978442932350246
42,A243,5.58446488506758,5.720268401020198,5.648798475792686
43,A246,5.492546820039795,5.6142676654261265,5.471863107165292
44,A249,5.757687712933866,5.752833771929159,5.531478022905636
45,A251,5.507049926183907,5.4560275767671405,6.123286690843416
46,A260,5.997648367565716,5.289542131825213,6.7123837410853735
47,A263,4.170888349118409,4.128450644267172,4.320194284427616
48,A264,4.670142835114265,4.626064405184182,4.468149932691243
49,A265,6.0519686148636875,6.022083438243486,4.6241753143510005
